show_id,title,cast,country,date_added,release_year,rating,duration,listed_in,primary_genre
s494,RESIDENT EVIL: Infinite Darkness,"Nick Apostolides, Stephanie Panisello, Ray Chase, Jona Xiao, Billy Kametz, Joe J. Thomas, Doug Stone, Brad Venable, Toshiyuki Morikawa, Yuhko Kaida, Fumihiko Tachiki, Megumi Han, Kenji Nojima, Kazuhiko Inoue, Aruno Tahara, Mitsuru Ogata",United States,2021-07-08 00:00:00,2021,TV-MA,1 Season,"Anime Series, TV Horror, TV Thrillers",Anime Series
s498,Cat People,Unknown,Unknown,2021-07-07 00:00:00,2021,TV-14,1 Season,Docuseries,Docuseries
s500,Dogs,Unknown,United States,2021-07-07 00:00:00,2021,TV-PG,2 Seasons,Docuseries,Docuseries
s504,The Mire,"Andrzej Seweryn, Dawid Ogrodnik, Zofia Wichłacz, Magdalena Walach, Piotr Fronczewski, Agnieszka Żulewska, Ireneusz Czop, Zbigniew Waleryś, Jacek Beler, Nel Kaczmarek",Poland,2021-07-07 00:00:00,2021,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas",Crime TV Shows
s505,The War Next-door,"Vanessa Bauche, Ana Layevska, Mark Tacher, Pascacio López, Elyfer Torres, Armando Said, Christian Vazquez, Marco León, Loreto Peralta, Isabella Patrón, Sara Isabel Quintero, Cecilia de los Santos Vargas",Unknown,2021-07-07 00:00:00,2021,TV-MA,1 Season,"Spanish-Language TV Shows, TV Comedies",Spanish-Language TV Shows
s510,Ask the StoryBots,"Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis",United States,2021-07-06 00:00:00,2019,TV-Y,3 Seasons,Kids' TV,Kids' TV
s511,Between,"Jennette McCurdy, Jesse Carere, Ryan Allen, Justin Kelly, Kyle Mac, Jack Murray, Brooke Palsson, Jim Watson, Wesley Morgan, Krystal Hope Nausbaum, Shailene Garnett, Canute Gomes, Sarah Podemski, Shailyn Pierre-Dixon, Jesse Bostick, Steven Grayhm, Percy Hynes White, Mercedes Morris, Samantha Munro",Canada,2021-07-06 00:00:00,2016,TV-14,2 Seasons,"TV Dramas, TV Mysteries",TV Dramas
s512,Chelsea,Unknown,United States,2021-07-06 00:00:00,2017,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",Stand-Up Comedy & Talk Shows
s513,Code Lyoko,"Raphaelle Bruneau, Sophie Landresse, Marie-Line Landerwyn, Géraldine Frippiat, Carole Baillien, Bruno Mullenaerts, Frédéric Meaux",France,2021-07-06 00:00:00,2007,TV-Y7,4 Seasons,Kids' TV,Kids' TV
s514,Colony,"Josh Holloway, Sarah Wayne Callies, Peter Jacobson, Amanda Righetti, Tory Kittles, Isabella Crovetti, Alex Neustaedter",United States,2021-07-06 00:00:00,2018,TV-14,3 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",TV Action & Adventure
s515,Cuckoo,"Andy Samberg, Taylor Lautner, Greg Davies, Helen Baxendale, Tamla Kari, Tyger Drew-Honey, Esther Smith",United Kingdom,2021-07-06 00:00:00,2019,TV-MA,5 Seasons,"British TV Shows, TV Comedies",British TV Shows
s516,Derry Girls,"Saoirse-Monica Jackson, Nicola Coughlan, Louisa Harland, Jamie-Lee O'Donnell, Dylan Llewellyn, Tara Lynne O'Neill, Kathy Kiera Clarke, Tommy Tiernan, Ian McElhinney, Siobhan McSweeney",United Kingdom,2021-07-06 00:00:00,2019,TV-MA,2 Seasons,"British TV Shows, TV Comedies",British TV Shows
s517,Girl from Nowhere,"Chicha Amatayakul, Thanawetch Siriwattanakul, Pajaree Nantarat, Thitinan Khlangphet, Chonnikan Netjui, Nutthasit Kotimanuswanich, Tatchapol Thitiapichai, Chanicha Boonpanuvichit, Morakot Liu, Ekawat Niratvorapanya, Anuchit Sapanpong, Awat Ratanapintha, Claudia Chakrapan, Piyathida Woramusik, Apasiri Kittithanon, Kunchanuj Kengkarnka, Nutnicha Lueanganankhun",Thailand,2021-07-06 00:00:00,2021,TV-MA,2 Seasons,"TV Dramas, TV Mysteries",TV Dramas
s518,Good Morning Call,"Haruka Fukuhara, Shunya Shiraishi, Dori Sakurada, Moe Arai, Kentaro, Shugo Nagashima, Koya Nagasawa, Hinako Tanaka, Tomoharu Hasegawa, Tomoko Fujita, Erika Mori, Kei Tanaka, Yosuke Sugino, Maryjun Takahashi, Itsuki Sagara, Madoka Yoshida",Japan,2021-07-06 00:00:00,2017,TV-14,2 Seasons,"Romantic TV Shows, TV Comedies",Romantic TV Shows
s520,I AM A KILLER,Unknown,United Kingdom,2021-07-06 00:00:00,2020,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, Docuseries",British TV Shows
s521,I Think You Should Leave with Tim Robinson,"Tim Robinson, Andy Samberg, Sam Richardson, Will Forte, Fred Willard, Cecily Strong, Tim Heidecker, Kate Berlant",United States,2021-07-06 00:00:00,2021,TV-MA,2 Seasons,TV Comedies,TV Comedies
s522,Kim's Convenience,"Paul Sun-Hyung Lee, Jean Yoon, Andrea Bang, Simu Liu, Andrew Phung, Nicole Power",Canada,2021-07-06 00:00:00,2021,TV-MA,5 Seasons,TV Comedies,TV Comedies
s523,Larva,Unknown,Russia,2021-07-06 00:00:00,2015,TV-Y7,3 Seasons,"Kids' TV, Korean TV Shows, TV Comedies",Kids' TV
s524,Marcella,"Anna Friel, Nicholas Pinnock, Sinéad Cusack, Nina Sosanya, Harry Lloyd, Laura Carmichael, Maeve Dermody, Ray Panthaki, Ian Puleston-Davies, Patrick Baladi, Florence Pugh, Jamie Bamber, Charlie Covell, Andrew Lancel, Jack Doolan, Tobias Santelmann, Stephen Lord, Ben Cura, Imogen Faires",United Kingdom,2021-07-06 00:00:00,2019,TV-MA,3 Seasons,"British TV Shows, Crime TV Shows",British TV Shows
s525,Midnight Diner: Tokyo Stories,"Kaoru Kobayashi, Joe Odagiri, Mansaku Fuwa, Reiko Kataoka, Koen Kondo, Bsaku Sato, Hirofumi Arai, Mamiko Itoh, Yuma Yamoto, Yoshinori Okada, Ah-sung Ko, Kosuke Toyohara, Yoshiyuki Morishita, Junko Miyashita, Tamaki Ogawa, Toru Kazama, Kotaro Shiga, Mitsuru Hirata, Toshiki Ayata, Shohei Uno, Tamae Ando, Risa Sudou, Asako Kobayashi, Takashi Yamanaka, Yutaka Matsushige, Ken Mitsuishi, Mikako Tabe, Kimiko Yo",Japan,2021-07-06 00:00:00,2019,TV-MA,2 Seasons,TV Dramas,TV Dramas
s526,My Little Pony: Friendship Is Magic,"Ashleigh Ball, Tabitha St. Germain, Tara Strong, Andrea Libman, Cathy Weseluck, Nicole Oliver",United States,2021-07-06 00:00:00,2018,TV-Y,8 Seasons,Kids' TV,Kids' TV
s527,Orange Is the New Black,"Taylor Schilling, Kate Mulgrew, Laura Prepon, Jason Biggs, Natasha Lyonne, Michael Harney, Uzo Aduba, Danielle Brooks, Samira Wiley, Dascha Polanco, Selenis Leyva, Nick Sandow, Yael Stone, Taryn Manning, Lea DeLaria, Matt McGorry, Emma Myles, Vicky Jeudy, Laverne Cox, Pablo Schreiber, Lori Petty, Ruby Rose, Adrienne C. Moore, Jackie Cruz, Elizabeth Rodriguez",United States,2021-07-06 00:00:00,2019,TV-MA,7 Seasons,"TV Comedies, TV Dramas",TV Comedies
s528,Puffin Rock,"Chris O'Dowd, Kate McCafferty, Sally McDaid, Geraldine Cole, Brian McMonagle, Darragh Gargan",Ireland,2021-07-06 00:00:00,2016,TV-Y,2 Seasons,Kids' TV,Kids' TV
s531,Richie Rich,"Jake Brennan, Joshua Carlon, Lauren Taylor, Jenna Ortega, Kiff VandenHeuvel, Brooke Wexler",United States,2021-07-06 00:00:00,2015,TV-G,2 Seasons,"Kids' TV, TV Comedies",Kids' TV
s533,Scream,"Willa Fitzgerald, Bex Taylor-Klaus, John Karna, Amadeus Serafini, Connor Weil, Carlson Young, Jason Wiles, Tracy Middendorf, Tom Maden, Bobby Campo, Santiago Segura, Mike Vaughn",United States,2021-07-06 00:00:00,2019,TV-MA,3 Seasons,"Crime TV Shows, TV Horror, TV Mysteries",Crime TV Shows
